date,location,sumConfirmed,cumulative_persons_fully_vaccinated
"2020-02-25 00:00:00",Brazil,115,0
"2020-02-26 00:00:00",Brazil,219,0
"2020-02-27 00:00:00",Brazil,71,0
"2020-02-28 00:00:00",Brazil,90,0
"2020-02-29 00:00:00",Brazil,39,0
"2020-03-01 00:00:00",Brazil,129,0
"2020-03-02 00:00:00",Brazil,180,0
"2020-03-03 00:00:00",Brazil,136,0
"2020-03-04 00:00:00",Brazil,328,0
"2020-03-05 00:00:00",Brazil,101,0
"2020-03-06 00:00:00",Australia,4,0
"2020-03-06 00:00:00",Brazil,98,0
"2020-03-07 00:00:00",Australia,18,0
"2020-03-07 00:00:00",Brazil,85,0
"2020-03-08 00:00:00",Australia,11,0
"2020-03-08 00:00:00",Brazil,131,0
"2020-03-09 00:00:00",Australia,19,0
"2020-03-09 00:00:00",Brazil,260,0
"2020-03-10 00:00:00",Australia,33,0
"2020-03-10 00:00:00",Brazil,406,0
"2020-03-11 00:00:00",Australia,19,0
"2020-03-11 00:00:00",Brazil,316,0
"2020-03-12 00:00:00",Australia,43,0
"2020-03-12 00:00:00",Brazil,327,0
"2020-03-13 00:00:00",Australia,55,0
"2020-03-13 00:00:00",Brazil,888,0
"2020-03-14 00:00:00",Australia,71,0
"2020-03-14 00:00:00",Brazil,387,0
"2020-03-15 00:00:00",Australia,70,0
"2020-03-15 00:00:00",Brazil,855,0
"2020-03-16 00:00:00",Australia,140,0
"2020-03-16 00:00:00",Brazil,1157,0
"2020-03-17 00:00:00",Australia,143,0
"2020-03-17 00:00:00",Brazil,824,0
"2020-03-18 00:00:00",Australia,201,0
"2020-03-18 00:00:00",Brazil,2425,0
"2020-03-19 00:00:00",Australia,283,0
"2020-03-19 00:00:00",Brazil,1262,0
"2020-03-20 00:00:00",Australia,301,0
"2020-03-20 00:00:00",Brazil,1676,0
"2020-03-21 00:00:00",Australia,410,0
"2020-03-21 00:00:00",Brazil,1136,0
"2020-03-22 00:00:00",Australia,545,0
"2020-03-22 00:00:00",Brazil,1406,0
"2020-03-23 00:00:00",Australia,673,0
"2020-03-23 00:00:00",Brazil,9792,0
"2020-03-24 00:00:00",Australia,784,0
"2020-03-24 00:00:00",Brazil,2088,0
"2020-03-25 00:00:00",Australia,654,0
"2020-03-25 00:00:00",Brazil,3623,0
"2020-03-26 00:00:00",Australia,737,0
"2020-03-26 00:00:00",Brazil,2810,0
"2020-03-27 00:00:00",Australia,720,0
"2020-03-27 00:00:00",Brazil,1068,0
"2020-03-28 00:00:00",Australia,905,0
"2020-03-28 00:00:00",Brazil,7296,0
"2020-03-29 00:00:00",Australia,690,0
"2020-03-29 00:00:00",Brazil,1235,0
"2020-03-30 00:00:00",Australia,535,0
"2020-03-30 00:00:00",Brazil,1231,0
"2020-03-31 00:00:00",Australia,624,0
"2020-03-31 00:00:00",Brazil,4194,0
"2020-04-01 00:00:00",Australia,609,0
"2020-04-01 00:00:00",Brazil,4404,0
"2020-04-02 00:00:00",Australia,549,0
"2020-04-02 00:00:00",Brazil,4003,0
"2020-04-03 00:00:00",Australia,452,0
"2020-04-03 00:00:00",Brazil,4220,0
"2020-04-04 00:00:00",Australia,380,0
"2020-04-04 00:00:00",Brazil,4259,0
"2020-04-05 00:00:00",Australia,279,0
"2020-04-05 00:00:00",Brazil,2867,0
"2020-04-06 00:00:00",Australia,214,0
"2020-04-06 00:00:00",Brazil,3208,0
"2020-04-07 00:00:00",Australia,232,0
"2020-04-07 00:00:00",Brazil,6100,0
"2020-04-08 00:00:00",Australia,210,0
"2020-04-08 00:00:00",Brazil,7850,0
"2020-04-09 00:00:00",Australia,175,0
"2020-04-09 00:00:00",Brazil,6796,0
"2020-04-10 00:00:00",Australia,207,0
"2020-04-10 00:00:00",Brazil,6359,0
"2020-04-11 00:00:00",Australia,186,0
"2020-04-11 00:00:00",Brazil,3861,0
"2020-04-12 00:00:00",Australia,47,0
"2020-04-12 00:00:00",Brazil,4770,0
"2020-04-13 00:00:00",Australia,90,0
"2020-04-13 00:00:00",Brazil,4863,0
"2020-04-14 00:00:00",Australia,90,0
"2020-04-14 00:00:00",Brazil,6181,0
"2020-04-15 00:00:00",Australia,85,0
"2020-04-15 00:00:00",Brazil,11438,0
"2020-04-16 00:00:00",Australia,54,0
"2020-04-16 00:00:00",Brazil,7134,0
"2020-04-17 00:00:00",Australia,102,0
"2020-04-17 00:00:00",Brazil,12088,0
"2020-04-18 00:00:00",Australia,84,0
"2020-04-18 00:00:00",Brazil,10342,0
"2020-04-19 00:00:00",Australia,86,0
"2020-04-19 00:00:00",Brazil,6765,0
"2020-04-20 00:00:00",Australia,26,0
"2020-04-20 00:00:00",Brazil,6801,0
"2020-04-21 00:00:00",Australia,49,0
"2020-04-21 00:00:00",Brazil,8949,0
"2020-04-22 00:00:00",Australia,16,0
"2020-04-22 00:00:00",Brazil,9784,0
"2020-04-23 00:00:00",Australia,20,0
"2020-04-23 00:00:00",Brazil,13130,0
"2020-04-24 00:00:00",Australia,34,0
"2020-04-24 00:00:00",Brazil,12511,0
"2020-04-25 00:00:00",Australia,40,0
"2020-04-25 00:00:00",Brazil,19175,0
"2020-04-26 00:00:00",Australia,34,0
"2020-04-26 00:00:00",Brazil,11117,0
"2020-04-27 00:00:00",Australia,17,0
"2020-04-27 00:00:00",Brazil,16944,0
"2020-04-28 00:00:00",Australia,23,0
"2020-04-28 00:00:00",Brazil,19949,0
"2020-04-29 00:00:00",Australia,32,0
"2020-04-29 00:00:00",Brazil,21883,0
"2020-04-30 00:00:00",Australia,19,0
"2020-04-30 00:00:00",Brazil,25547,0
"2020-05-01 00:00:00",Australia,26,0
"2020-05-01 00:00:00",Brazil,20251,0
"2020-05-02 00:00:00",Australia,31,0
"2020-05-02 00:00:00",Brazil,16982,0
"2020-05-03 00:00:00",Australia,36,0
"2020-05-03 00:00:00",Brazil,15112,0
"2020-05-04 00:00:00",Australia,51,0
"2020-05-04 00:00:00",Brazil,23796,0
"2020-05-05 00:00:00",Australia,51,0
"2020-05-05 00:00:00",Brazil,23999,0
"2020-05-06 00:00:00",Australia,52,0
"2020-05-06 00:00:00",Brazil,36223,0
"2020-05-07 00:00:00",Australia,43,0
"2020-05-07 00:00:00",Brazil,33843,0
"2020-05-08 00:00:00",Australia,36,0
"2020-05-08 00:00:00",Brazil,35177,0
"2020-05-09 00:00:00",Australia,31,0
"2020-05-09 00:00:00",Brazil,35431,0
"2020-05-10 00:00:00",Australia,26,0
"2020-05-10 00:00:00",Brazil,21987,0
"2020-05-11 00:00:00",Australia,15,0
"2020-05-11 00:00:00",Brazil,20084,0
"2020-05-12 00:00:00",Australia,41,0
"2020-05-12 00:00:00",Brazil,31570,0
"2020-05-13 00:00:00",Australia,25,0
"2020-05-13 00:00:00",Brazil,38280,0
"2020-05-14 00:00:00",Australia,28,0
"2020-05-14 00:00:00",Brazil,46196,0
"2020-05-15 00:00:00",Australia,62,0
"2020-05-15 00:00:00",Brazil,51385,0
"2020-05-16 00:00:00",Australia,34,0
"2020-05-16 00:00:00",Brazil,49830,0
"2020-05-17 00:00:00",Australia,17,0
"2020-05-17 00:00:00",Brazil,25766,0
"2020-05-18 00:00:00",Australia,24,0
"2020-05-18 00:00:00",Brazil,43216,0
"2020-05-19 00:00:00",Australia,16,0
"2020-05-19 00:00:00",Brazil,58993,0
"2020-05-20 00:00:00",Australia,24,0
"2020-05-20 00:00:00",Brazil,67196,0
"2020-05-21 00:00:00",Australia,8,0
"2020-05-21 00:00:00",Brazil,62358,0
"2020-05-22 00:00:00",Australia,29,0
"2020-05-22 00:00:00",Brazil,68473,0
"2020-05-23 00:00:00",Australia,26,0
"2020-05-23 00:00:00",Brazil,53135,0
"2020-05-24 00:00:00",Australia,7,0
"2020-05-24 00:00:00",Brazil,50372,0
"2020-05-25 00:00:00",Australia,18,0
"2020-05-25 00:00:00",Brazil,39677,0
"2020-05-26 00:00:00",Australia,30,0
"2020-05-26 00:00:00",Brazil,54399,0
"2020-05-27 00:00:00",Australia,17,0
"2020-05-27 00:00:00",Brazil,68455,0
"2020-05-28 00:00:00",Australia,29,0
"2020-05-28 00:00:00",Brazil,86268,0
"2020-05-29 00:00:00",Australia,40,0
"2020-05-29 00:00:00",Brazil,88367,0
"2020-05-30 00:00:00",Australia,23,0
"2020-05-30 00:00:00",Brazil,106294,0
"2020-05-31 00:00:00",Australia,22,0
"2020-05-31 00:00:00",Brazil,48559,0
"2020-06-01 00:00:00",Australia,17,0
"2020-06-01 00:00:00",Brazil,41574,0
"2020-06-02 00:00:00",Australia,34,0
"2020-06-02 00:00:00",Brazil,95834,0
"2020-06-03 00:00:00",Australia,16,0
"2020-06-03 00:00:00",Brazil,93366,0
"2020-06-04 00:00:00",Australia,21,0
"2020-06-04 00:00:00",Brazil,99711,0
"2020-06-05 00:00:00",Australia,22,0
"2020-06-05 00:00:00",Brazil,100624,0
"2020-06-06 00:00:00",Australia,6,0
"2020-06-06 00:00:00",Brazil,86697,0
"2020-06-07 00:00:00",Australia,11,0
"2020-06-07 00:00:00",Brazil,59288,0
"2020-06-08 00:00:00",Australia,10,0
"2020-06-08 00:00:00",Brazil,50639,0
"2020-06-09 00:00:00",Australia,4,0
"2020-06-09 00:00:00",Brazil,104251,0
"2020-06-10 00:00:00",Australia,16,0
"2020-06-10 00:00:00",Brazil,107752,0
"2020-06-11 00:00:00",Australia,18,0
"2020-06-11 00:00:00",Brazil,96930,0
"2020-06-12 00:00:00",Australia,15,0
"2020-06-12 00:00:00",Brazil,84069,0
"2020-06-13 00:00:00",Australia,24,0
"2020-06-13 00:00:00",Brazil,70462,0
"2020-06-14 00:00:00",Australia,36,0
"2020-06-14 00:00:00",Brazil,55889,0
"2020-06-15 00:00:00",Australia,30,0
"2020-06-15 00:00:00",Brazil,68414,0
"2020-06-16 00:00:00",Australia,24,0
"2020-06-16 00:00:00",Brazil,114710,0
"2020-06-17 00:00:00",Australia,46,0
"2020-06-17 00:00:00",Brazil,103646,0
"2020-06-18 00:00:00",Australia,42,0
"2020-06-18 00:00:00",Brazil,72321,0
"2020-06-19 00:00:00",Australia,38,0
"2020-06-19 00:00:00",Brazil,178938,0
"2020-06-20 00:00:00",Australia,53,0
"2020-06-20 00:00:00",Brazil,106324,0
"2020-06-21 00:00:00",Australia,50,0
"2020-06-21 00:00:00",Brazil,54342,0
"2020-06-22 00:00:00",Australia,31,0
"2020-06-22 00:00:00",Brazil,69427,0
"2020-06-23 00:00:00",Australia,39,0
"2020-06-23 00:00:00",Brazil,126193,0
"2020-06-24 00:00:00",Australia,59,0
"2020-06-24 00:00:00",Brazil,137760,0
"2020-06-25 00:00:00",Australia,73,0
"2020-06-25 00:00:00",Brazil,127853,0
"2020-06-26 00:00:00",Australia,74,0
"2020-06-26 00:00:00",Brazil,150581,0
"2020-06-27 00:00:00",Australia,93,0
"2020-06-27 00:00:00",Brazil,120898,0
"2020-06-28 00:00:00",Australia,98,0
"2020-06-28 00:00:00",Brazil,96186,0
"2020-06-29 00:00:00",Australia,166,0
"2020-06-29 00:00:00",Brazil,77991,0
"2020-06-30 00:00:00",Australia,138,0
"2020-06-30 00:00:00",Brazil,111721,0
"2020-07-01 00:00:00",Australia,173,0
"2020-07-01 00:00:00",Brazil,145483,0
"2020-07-02 00:00:00",Australia,167,0
"2020-07-02 00:00:00",Brazil,155374,0
"2020-07-03 00:00:00",Australia,320,0
"2020-07-03 00:00:00",Brazil,134210,0
"2020-07-04 00:00:00",Australia,222,0
"2020-07-04 00:00:00",Brazil,118205,0
"2020-07-05 00:00:00",Australia,181,0
"2020-07-05 00:00:00",Brazil,82677,0
"2020-07-06 00:00:00",Australia,277,0
"2020-07-06 00:00:00",Brazil,66319,0
"2020-07-07 00:00:00",Australia,368,0
"2020-07-07 00:00:00",Brazil,145240,0
"2020-07-08 00:00:00",Australia,278,0
"2020-07-08 00:00:00",Brazil,142538,0
"2020-07-09 00:00:00",Australia,355,0
"2020-07-09 00:00:00",Brazil,134424,0
"2020-07-10 00:00:00",Australia,607,0
"2020-07-10 00:00:00",Brazil,142873,0
"2020-07-11 00:00:00",Australia,421,0
"2020-07-11 00:00:00",Brazil,119862,0
"2020-07-12 00:00:00",Australia,522,0
"2020-07-12 00:00:00",Brazil,76913,0
"2020-07-13 00:00:00",Australia,375,0
"2020-07-13 00:00:00",Brazil,66099,0
"2020-07-14 00:00:00",Australia,555,0
"2020-07-14 00:00:00",Brazil,134836,0
"2020-07-15 00:00:00",Australia,503,0
"2020-07-15 00:00:00",Brazil,126955,0
"2020-07-16 00:00:00",Australia,645,0
"2020-07-16 00:00:00",Brazil,144693,0
"2020-07-17 00:00:00",Australia,863,0
"2020-07-17 00:00:00",Brazil,108889,0
"2020-07-18 00:00:00",Australia,439,0
"2020-07-18 00:00:00",Brazil,88886,0
"2020-07-19 00:00:00",Australia,742,0
"2020-07-19 00:00:00",Brazil,73190,0
"2020-07-20 00:00:00",Australia,548,0
"2020-07-20 00:00:00",Brazil,65380,0
"2020-07-21 00:00:00",Australia,746,0
"2020-07-21 00:00:00",Brazil,128862,0
"2020-07-22 00:00:00",Australia,970,0
"2020-07-22 00:00:00",Brazil,214838,0
"2020-07-23 00:00:00",Australia,817,0
"2020-07-23 00:00:00",Brazil,189786,0
"2020-07-24 00:00:00",Australia,598,0
"2020-07-24 00:00:00",Brazil,177923,0
"2020-07-25 00:00:00",Australia,727,0
"2020-07-25 00:00:00",Brazil,158427,0
"2020-07-26 00:00:00",Australia,928,0
"2020-07-26 00:00:00",Brazil,75995,0
"2020-07-27 00:00:00",Australia,1081,0
"2020-07-27 00:00:00",Brazil,76851,0
"2020-07-28 00:00:00",Australia,769,0
"2020-07-28 00:00:00",Brazil,128432,0
"2020-07-29 00:00:00",Australia,597,0
"2020-07-29 00:00:00",Brazil,219089,0
"2020-07-30 00:00:00",Australia,1467,0
"2020-07-30 00:00:00",Brazil,184844,0
"2020-07-31 00:00:00",Australia,1254,0
"2020-07-31 00:00:00",Brazil,168444,0
"2020-08-01 00:00:00",Australia,796,0
"2020-08-01 00:00:00",Brazil,139098,0
"2020-08-02 00:00:00",Australia,1328,0
"2020-08-02 00:00:00",Brazil,79620,0
"2020-08-03 00:00:00",Australia,839,0
"2020-08-03 00:00:00",Brazil,53932,0
"2020-08-04 00:00:00",Australia,864,0
"2020-08-04 00:00:00",Brazil,162617,0
"2020-08-05 00:00:00",Australia,1454,0
"2020-08-05 00:00:00",Brazil,179163,0
"2020-08-06 00:00:00",Australia,901,0
"2020-08-06 00:00:00",Brazil,172595,0
"2020-08-07 00:00:00",Australia,874,0
"2020-08-07 00:00:00",Brazil,158654,0
"2020-08-08 00:00:00",Australia,901,0
"2020-08-08 00:00:00",Brazil,154950,0
"2020-08-09 00:00:00",Australia,790,0
"2020-08-09 00:00:00",Brazil,69883,0
"2020-08-10 00:00:00",Australia,650,0
"2020-08-10 00:00:00",Brazil,70944,0
"2020-08-11 00:00:00",Australia,670,0
"2020-08-11 00:00:00",Brazil,165357,0
"2020-08-12 00:00:00",Australia,842,0
"2020-08-12 00:00:00",Brazil,179907,0
"2020-08-13 00:00:00",Australia,523,0
"2020-08-13 00:00:00",Brazil,194175,0
"2020-08-14 00:00:00",Australia,770,0
"2020-08-14 00:00:00",Brazil,161113,0
"2020-08-15 00:00:00",Australia,606,0
"2020-08-15 00:00:00",Brazil,128843,0
"2020-08-16 00:00:00",Australia,538,0
"2020-08-16 00:00:00",Brazil,70000,0
"2020-08-17 00:00:00",Australia,561,0
"2020-08-17 00:00:00",Brazil,61957,0
"2020-08-18 00:00:00",Australia,440,0
"2020-08-18 00:00:00",Brazil,150673,0
"2020-08-19 00:00:00",Australia,448,0
"2020-08-19 00:00:00",Brazil,156496,0
"2020-08-20 00:00:00",Australia,489,0
"2020-08-20 00:00:00",Brazil,143154,0
"2020-08-21 00:00:00",Australia,351,0
"2020-08-21 00:00:00",Brazil,96264,0
"2020-08-22 00:00:00",Australia,395,0
"2020-08-22 00:00:00",Brazil,154885,0
"2020-08-23 00:00:00",Australia,426,0
"2020-08-23 00:00:00",Brazil,72799,0
"2020-08-24 00:00:00",Australia,225,0
"2020-08-24 00:00:00",Brazil,54608,0
"2020-08-25 00:00:00",Australia,288,0
"2020-08-25 00:00:00",Brazil,151837,0
"2020-08-26 00:00:00",Australia,308,0
"2020-08-26 00:00:00",Brazil,148145,0
"2020-08-27 00:00:00",Australia,241,0
"2020-08-27 00:00:00",Brazil,140356,0
"2020-08-28 00:00:00",Australia,257,0
"2020-08-28 00:00:00",Brazil,135586,0
"2020-08-29 00:00:00",Australia,211,0
"2020-08-29 00:00:00",Brazil,127141,0
"2020-08-30 00:00:00",Australia,248,0
"2020-08-30 00:00:00",Brazil,48877,0
"2020-08-31 00:00:00",Australia,160,0
"2020-08-31 00:00:00",Brazil,141022,0
"2020-09-01 00:00:00",Australia,158,0
"2020-09-01 00:00:00",Brazil,135056,0
"2020-09-02 00:00:00",Australia,213,0
"2020-09-02 00:00:00",Brazil,146972,0
"2020-09-03 00:00:00",Australia,253,0
"2020-09-03 00:00:00",Brazil,139216,0
"2020-09-04 00:00:00",Australia,176,0
"2020-09-04 00:00:00",Brazil,160842,0
"2020-09-05 00:00:00",Australia,154,0
"2020-09-05 00:00:00",Brazil,94694,0
"2020-09-06 00:00:00",Australia,148,0
"2020-09-06 00:00:00",Brazil,44505,0
"2020-09-07 00:00:00",Australia,91,0
"2020-09-07 00:00:00",Brazil,32308,0
"2020-09-08 00:00:00",Australia,119,0
"2020-09-08 00:00:00",Brazil,45636,0
"2020-09-09 00:00:00",Australia,184,0
"2020-09-09 00:00:00",Brazil,112074,0
"2020-09-10 00:00:00",Australia,107,0
"2020-09-10 00:00:00",Brazil,128526,0
"2020-09-11 00:00:00",Australia,108,0
"2020-09-11 00:00:00",Brazil,136457,0
"2020-09-12 00:00:00",Australia,88,0
"2020-09-12 00:00:00",Brazil,101245,0
"2020-09-13 00:00:00",Australia,94,0
"2020-09-13 00:00:00",Brazil,45145,0
"2020-09-14 00:00:00",Australia,80,0
"2020-09-14 00:00:00",Brazil,50405,0
"2020-09-15 00:00:00",Australia,96,0
"2020-09-15 00:00:00",Brazil,116311,0
"2020-09-16 00:00:00",Australia,95,0
"2020-09-16 00:00:00",Brazil,116373,0
"2020-09-17 00:00:00",Australia,69,0
"2020-09-17 00:00:00",Brazil,115787,0
"2020-09-18 00:00:00",Australia,99,0
"2020-09-18 00:00:00",Brazil,125743,0
"2020-09-19 00:00:00",Australia,48,0
"2020-09-19 00:00:00",Brazil,101483,0
"2020-09-20 00:00:00",Australia,32,0
"2020-09-20 00:00:00",Brazil,50293,0
"2020-09-21 00:00:00",Australia,30,0
"2020-09-21 00:00:00",Brazil,43257,0
"2020-09-22 00:00:00",Australia,63,0
"2020-09-22 00:00:00",Brazil,104411,0
"2020-09-23 00:00:00",Australia,54,0
"2020-09-23 00:00:00",Brazil,105943,0
"2020-09-24 00:00:00",Australia,26,0
"2020-09-24 00:00:00",Brazil,103735,0
"2020-09-25 00:00:00",Australia,35,0
"2020-09-25 00:00:00",Brazil,100911,0
"2020-09-26 00:00:00",Australia,33,0
"2020-09-26 00:00:00",Brazil,85281,0
"2020-09-27 00:00:00",Australia,48,0
"2020-09-27 00:00:00",Brazil,45132,0
"2020-09-28 00:00:00",Australia,9,0
"2020-09-28 00:00:00",Brazil,43232,0
"2020-09-29 00:00:00",Australia,39,0
"2020-09-29 00:00:00",Brazil,100178,0
"2020-09-30 00:00:00",Australia,32,0
"2020-09-30 00:00:00",Brazil,104670,0
"2020-10-01 00:00:00",Australia,37,0
"2020-10-01 00:00:00",Brazil,116738,0
"2020-10-02 00:00:00",Australia,32,0
"2020-10-02 00:00:00",Brazil,107718,0
"2020-10-03 00:00:00",Australia,18,0
"2020-10-03 00:00:00",Brazil,79741,0
"2020-10-04 00:00:00",Australia,30,0
"2020-10-04 00:00:00",Brazil,25308,0
"2020-10-05 00:00:00",Australia,24,0
"2020-10-05 00:00:00",Brazil,39925,0
"2020-10-06 00:00:00",Australia,53,0
"2020-10-06 00:00:00",Brazil,131999,0
"2020-10-07 00:00:00",Australia,18,0
"2020-10-07 00:00:00",Brazil,99464,0
"2020-10-08 00:00:00",Australia,49,0
"2020-10-08 00:00:00",Brazil,87036,0
"2020-10-09 00:00:00",Australia,47,0
"2020-10-09 00:00:00",Brazil,85910,0
"2020-10-10 00:00:00",Australia,33,0
"2020-10-10 00:00:00",Brazil,81079,0
"2020-10-11 00:00:00",Australia,41,0
"2020-10-11 00:00:00",Brazil,37220,0
"2020-10-12 00:00:00",Australia,45,0
"2020-10-12 00:00:00",Brazil,25389,0
"2020-10-13 00:00:00",Australia,64,0
"2020-10-13 00:00:00",Brazil,33038,0
"2020-10-14 00:00:00",Australia,49,0
"2020-10-14 00:00:00",Brazil,84861,0
"2020-10-15 00:00:00",Australia,44,0
"2020-10-15 00:00:00",Brazil,88637,0
"2020-10-16 00:00:00",Australia,18,0
"2020-10-16 00:00:00",Brazil,97559,0
"2020-10-17 00:00:00",Australia,25,0
"2020-10-17 00:00:00",Brazil,72102,0
"2020-10-18 00:00:00",Australia,19,0
"2020-10-18 00:00:00",Brazil,32585,0
"2020-10-19 00:00:00",Australia,17,0
"2020-10-19 00:00:00",Brazil,49511,0
"2020-10-20 00:00:00",Australia,61,0
"2020-10-20 00:00:00",Brazil,72188,0
"2020-10-21 00:00:00",Australia,30,0
"2020-10-21 00:00:00",Brazil,77224,0
"2020-10-22 00:00:00",Australia,43,0
"2020-10-22 00:00:00",Brazil,78678,0
"2020-10-23 00:00:00",Australia,36,0
"2020-10-23 00:00:00",Brazil,94555,0
"2020-10-24 00:00:00",Australia,31,0
"2020-10-24 00:00:00",Brazil,82042,0
"2020-10-25 00:00:00",Australia,42,0
"2020-10-25 00:00:00",Brazil,41522,0
"2020-10-26 00:00:00",Australia,16,0
"2020-10-26 00:00:00",Brazil,50965,0
"2020-10-27 00:00:00",Australia,28,0
"2020-10-27 00:00:00",Brazil,94146,0
"2020-10-28 00:00:00",Australia,27,0
"2020-10-28 00:00:00",Brazil,89120,0
"2020-10-29 00:00:00",Australia,29,0
"2020-10-29 00:00:00",Brazil,82631,0
"2020-10-30 00:00:00",Australia,27,0
"2020-10-30 00:00:00",Brazil,69400,0
"2020-10-31 00:00:00",Australia,18,0
"2020-10-31 00:00:00",Brazil,58543,0
"2020-11-01 00:00:00",Australia,12,0
"2020-11-01 00:00:00",Brazil,30626,0
"2020-11-02 00:00:00",Australia,16,0
"2020-11-02 00:00:00",Brazil,26792,0
"2020-11-03 00:00:00",Australia,16,0
"2020-11-03 00:00:00",Brazil,37817,0
"2020-11-04 00:00:00",Australia,25,0
"2020-11-04 00:00:00",Brazil,75157,0
"2020-11-05 00:00:00",Australia,23,0
"2020-11-05 00:00:00",Brazil,69761,0
"2020-11-06 00:00:00",Australia,23,0
"2020-11-06 00:00:00",Brazil,66883,0
"2020-11-07 00:00:00",Australia,14,0
"2020-11-07 00:00:00",Brazil,58602,0
"2020-11-08 00:00:00",Australia,12,0
"2020-11-08 00:00:00",Brazil,32017,0
"2020-11-09 00:00:00",Australia,20,0
"2020-11-09 00:00:00",Brazil,34403,0
"2020-11-10 00:00:00",Australia,20,0
"2020-11-10 00:00:00",Brazil,77325,0
"2020-11-11 00:00:00",Australia,16,0
"2020-11-11 00:00:00",Brazil,154627,0
"2020-11-12 00:00:00",Australia,25,0
"2020-11-12 00:00:00",Brazil,107192,0
"2020-11-13 00:00:00",Australia,12,0
"2020-11-13 00:00:00",Brazil,91398,0
"2020-11-14 00:00:00",Australia,17,0
"2020-11-14 00:00:00",Brazil,114317,0
"2020-11-15 00:00:00",Australia,31,0
"2020-11-15 00:00:00",Brazil,43502,0
"2020-11-16 00:00:00",Australia,46,0
"2020-11-16 00:00:00",Brazil,43182,0
"2020-11-17 00:00:00",Australia,16,0
"2020-11-17 00:00:00",Brazil,111505,0
"2020-11-18 00:00:00",Australia,38,0
"2020-11-18 00:00:00",Brazil,107032,0
"2020-11-19 00:00:00",Australia,16,0
"2020-11-19 00:00:00",Brazil,112632,0
"2020-11-20 00:00:00",Australia,13,0
"2020-11-20 00:00:00",Brazil,120271,0
"2020-11-21 00:00:00",Australia,33,0
"2020-11-21 00:00:00",Brazil,99392,0
"2020-11-22 00:00:00",Australia,28,0
"2020-11-22 00:00:00",Brazil,55894,0
"2020-11-23 00:00:00",Australia,29,0
"2020-11-23 00:00:00",Brazil,52488,0
"2020-11-24 00:00:00",Australia,26,0
"2020-11-24 00:00:00",Brazil,96998,0
"2020-11-25 00:00:00",Australia,14,0
"2020-11-25 00:00:00",Brazil,151253,0
"2020-11-26 00:00:00",Australia,24,0
"2020-11-26 00:00:00",Brazil,116539,0
"2020-11-27 00:00:00",Australia,13,0
"2020-11-27 00:00:00",Brazil,104402,0
"2020-11-28 00:00:00",Australia,22,0
"2020-11-28 00:00:00",Brazil,157243,0
"2020-11-29 00:00:00",Australia,16,0
"2020-11-29 00:00:00",Brazil,73455,0
"2020-11-30 00:00:00",Australia,21,0
"2020-11-30 00:00:00",Brazil,65692,0
"2020-12-01 00:00:00",Australia,16,0
"2020-12-01 00:00:00",Brazil,158331,0
"2020-12-02 00:00:00",Australia,22,0
"2020-12-02 00:00:00",Brazil,155771,0
"2020-12-02 00:00:00",Norway,420,0
"2020-12-03 00:00:00",Australia,32,0
"2020-12-03 00:00:00",Brazil,156913,0
"2020-12-04 00:00:00",Australia,20,0
"2020-12-04 00:00:00",Brazil,145577,0
"2020-12-04 00:00:00",Latvia,526,0
"2020-12-05 00:00:00",Australia,14,0
"2020-12-05 00:00:00",Brazil,131129,0
"2020-12-06 00:00:00",Australia,18,0
"2020-12-06 00:00:00",Brazil,78782,0
"2020-12-07 00:00:00",Australia,14,0
"2020-12-07 00:00:00",Brazil,63074,0
"2020-12-07 00:00:00",Latvia,712,0
"2020-12-08 00:00:00",Australia,30,0
"2020-12-08 00:00:00",Brazil,157533,0
"2020-12-08 00:00:00",Denmark,3188,0
"2020-12-08 00:00:00",Norway,392,0
"2020-12-09 00:00:00",Australia,12,0
"2020-12-09 00:00:00",Brazil,164905,0
"2020-12-09 00:00:00",Latvia,680,0
"2020-12-09 00:00:00",Norway,453,0
"2020-12-10 00:00:00",Australia,16,0
"2020-12-10 00:00:00",Brazil,164342,0
"2020-12-10 00:00:00",Norway,435,0
"2020-12-11 00:00:00",Australia,23,0
"2020-12-11 00:00:00",Brazil,168692,0
"2020-12-11 00:00:00",Denmark,3088,0
"2020-12-11 00:00:00",Norway,403,0
"2020-12-12 00:00:00",Australia,26,0
"2020-12-12 00:00:00",Brazil,131487,0
"2020-12-12 00:00:00",Norway,256,0
"2020-12-13 00:00:00",Australia,12,0
"2020-12-13 00:00:00",Brazil,66697,0
"2020-12-13 00:00:00","United States",365402,7882
"2020-12-14 00:00:00",Australia,16,0
"2020-12-14 00:00:00",Brazil,78848,0
"2020-12-14 00:00:00",Canada,9,0
"2020-12-14 00:00:00","United States",389052,8025
"2020-12-15 00:00:00",Australia,18,0
"2020-12-15 00:00:00",Brazil,133567,0
"2020-12-15 00:00:00",Canada,2,0
"2020-12-15 00:00:00",Denmark,4387,0
"2020-12-15 00:00:00",Latvia,1040,0
"2020-12-15 00:00:00",Norway,440,0
"2020-12-15 00:00:00","Russian Federation",26509,0
"2020-12-15 00:00:00","United States",391565,8315
"2020-12-16 00:00:00",Australia,24,0
"2020-12-16 00:00:00",Brazil,228445,0
"2020-12-16 00:00:00",Canada,0,0
"2020-12-16 00:00:00",Denmark,3611,0
"2020-12-16 00:00:00",Latvia,892,0
"2020-12-16 00:00:00",Norway,450,0
"2020-12-16 00:00:00","United States",471587,8803
