date,location,sumConfirmed,sumRecovered,symptoms
"2020-09-12 00:00:00",Ireland,255,0,40.16
"2020-09-12 00:00:00","New Zealand",2,0,35.15
"2020-09-12 00:00:00","United Kingdom",5340,0,35.97
"2020-09-12 00:00:00","United States",81540,20195,21.21
"2020-09-13 00:00:00",Australia,94,268,31.05
"2020-09-13 00:00:00",Ireland,207,0,45.74
"2020-09-13 00:00:00","New Zealand",1,0,38
"2020-09-13 00:00:00","United Kingdom",4308,0,44.61
"2020-09-13 00:00:00","United States",67272,10525,21.13
"2020-09-14 00:00:00",Australia,80,230,31.65
"2020-09-14 00:00:00",Ireland,357,0,45.94
"2020-09-14 00:00:00","New Zealand",5,0,37.51
"2020-09-14 00:00:00","United Kingdom",6856,0,43.02
"2020-09-14 00:00:00","United States",68116,15993,22.08
"2020-09-15 00:00:00",Australia,96,150,31.58
"2020-09-15 00:00:00",Ireland,250,0,43.88
"2020-09-15 00:00:00","New Zealand",1,0,37
"2020-09-15 00:00:00","United Kingdom",7102,0,42.76
"2020-09-15 00:00:00","United States",71646,15981,22.34
"2020-09-16 00:00:00",Australia,95,146,30.86
"2020-09-16 00:00:00",Ireland,224,0,40.47
"2020-09-16 00:00:00","New Zealand",12,0,36.19
"2020-09-16 00:00:00","United Kingdom",8798,0,43.25
"2020-09-16 00:00:00","United States",84755,29086,22.28
"2020-09-17 00:00:00",Australia,69,130,29.16
"2020-09-17 00:00:00",Ireland,248,0,37.34
"2020-09-17 00:00:00","United Kingdom",9350,0,42.45
"2020-09-17 00:00:00","United States",88837,13378,22.07
"2020-09-18 00:00:00",Australia,99,132,28.58
"2020-09-18 00:00:00",Ireland,267,0,33.26
"2020-09-18 00:00:00","New Zealand",3,0,33.56
"2020-09-18 00:00:00","United Kingdom",9946,0,39.85
"2020-09-18 00:00:00","United States",94752,16071,20.67
"2020-09-19 00:00:00",Australia,48,214,28.16
"2020-09-19 00:00:00",Ireland,395,0,35.62
"2020-09-19 00:00:00","New Zealand",3,0,34.34
"2020-09-19 00:00:00","United Kingdom",9778,0,42.02
"2020-09-19 00:00:00","United States",87830,19155,21.23
"2020-09-20 00:00:00",Australia,32,202,29.81
"2020-09-20 00:00:00",Ireland,188,0,37.86
"2020-09-20 00:00:00","New Zealand",0,0,37.26
"2020-09-20 00:00:00","United Kingdom",10680,0,48.96
"2020-09-20 00:00:00","United States",69436,10626,21.82
"2020-09-21 00:00:00",Australia,30,188,30.26
"2020-09-21 00:00:00",Ireland,323,0,38.37
"2020-09-21 00:00:00","New Zealand",1,0,37.85
"2020-09-21 00:00:00","United Kingdom",11254,0,46.65
"2020-09-21 00:00:00","United States",80766,16227,23.39
"2020-09-22 00:00:00",Australia,63,338,30.21
"2020-09-22 00:00:00",Ireland,231,0,38.24
"2020-09-22 00:00:00","New Zealand",3,0,36.85
"2020-09-22 00:00:00","United Kingdom",12882,0,45.87
"2020-09-22 00:00:00","United States",98904,29820,23.6
"2020-09-23 00:00:00",Australia,54,176,31.12
"2020-09-23 00:00:00",Ireland,319,0,36.3
"2020-09-23 00:00:00","New Zealand",3,0,36.03
"2020-09-23 00:00:00","United Kingdom",14192,0,44.44
"2020-09-23 00:00:00","United States",81884,23938,23.3
"2020-09-24 00:00:00",Australia,26,64,29.05
"2020-09-24 00:00:00",Ireland,321,0,35.51
"2020-09-24 00:00:00","New Zealand",2,0,33.62
"2020-09-24 00:00:00","United Kingdom",15364,0,40.95
"2020-09-24 00:00:00","United States",89293,36801,22.57
"2020-09-25 00:00:00",Australia,35,148,27.83
"2020-09-25 00:00:00",Ireland,245,0,32.69
"2020-09-25 00:00:00","New Zealand",1,0,33.85
"2020-09-25 00:00:00","United Kingdom",14636,0,37.98
"2020-09-25 00:00:00","United States",104872,15922,21.36
"2020-09-26 00:00:00",Australia,33,96,28.23
"2020-09-26 00:00:00",Ireland,430,0,36.66
"2020-09-26 00:00:00","New Zealand",2,0,34.37
"2020-09-26 00:00:00","United Kingdom",13620,0,40.57
"2020-09-26 00:00:00","United States",89590,22309,21.67
"2020-09-27 00:00:00",Australia,48,122,29.97
"2020-09-27 00:00:00",Ireland,387,0,38.56
"2020-09-27 00:00:00","New Zealand",2,0,35.96
"2020-09-27 00:00:00","United Kingdom",14046,0,43.21
"2020-09-27 00:00:00","United States",69802,15089,21.96
"2020-09-28 00:00:00",Australia,9,88,31.06
"2020-09-28 00:00:00",Ireland,363,0,38
"2020-09-28 00:00:00","New Zealand",1,0,36.58
"2020-09-28 00:00:00","United Kingdom",19966,0,44
"2020-09-28 00:00:00","United States",74356,19677,22.89
"2020-09-29 00:00:00",Australia,39,80,30.7
"2020-09-29 00:00:00",Ireland,415,0,39.61
"2020-09-29 00:00:00","New Zealand",1,0,35.9
"2020-09-29 00:00:00","United Kingdom",20732,0,42.14
"2020-09-29 00:00:00","United States",75269,17239,22.65
"2020-09-30 00:00:00",Australia,32,74,29.95
"2020-09-30 00:00:00",Ireland,442,0,34.26
"2020-09-30 00:00:00","New Zealand",6,0,36.17
"2020-09-30 00:00:00","United Kingdom",25434,0,38.84
"2020-09-30 00:00:00","United States",90623,25860,22.31
"2020-10-01 00:00:00",Australia,37,60,28.55
"2020-10-01 00:00:00",Ireland,466,0,32.09
"2020-10-01 00:00:00","New Zealand",6,0,36.35
"2020-10-01 00:00:00","United Kingdom",26714,0,35.79
"2020-10-01 00:00:00","United States",92542,18978,22.4
"2020-10-02 00:00:00",Australia,32,80,29.23
"2020-10-02 00:00:00",Ireland,605,0,32.55
"2020-10-02 00:00:00","New Zealand",2,0,34.78
"2020-10-02 00:00:00","United Kingdom",27708,0,36.34
"2020-10-02 00:00:00","United States",99965,13103,24.2
"2020-10-03 00:00:00",Australia,18,54,29.72
"2020-10-03 00:00:00",Ireland,364,0,34.71
"2020-10-03 00:00:00","New Zealand",4,0,35.19
"2020-10-03 00:00:00","United Kingdom",23334,0,37.05
"2020-10-03 00:00:00","United States",98170,21548,23.92
"2020-10-04 00:00:00",Australia,30,32,30.16
"2020-10-04 00:00:00",Ireland,517,0,36.22
"2020-10-04 00:00:00","New Zealand",2,0,38.42
"2020-10-04 00:00:00","United Kingdom",23906,0,37.9
"2020-10-04 00:00:00","United States",73203,13960,24.39
"2020-10-05 00:00:00",Australia,24,54,31.43
"2020-10-05 00:00:00",Ireland,424,0,34.98
"2020-10-05 00:00:00","New Zealand",3,0,38.4
"2020-10-05 00:00:00","United Kingdom",33506,0,38.68
"2020-10-05 00:00:00","United States",79227,13497,25.51
"2020-10-06 00:00:00",Australia,53,49,31.17
"2020-10-06 00:00:00",Ireland,611,0,35.54
"2020-10-06 00:00:00","New Zealand",2,0,37.66
"2020-10-06 00:00:00","United Kingdom",34500,0,38.64
"2020-10-06 00:00:00","United States",80399,15923,25.93
"2020-10-07 00:00:00",Australia,18,38,30.43
"2020-10-07 00:00:00",Ireland,502,0,34.81
"2020-10-07 00:00:00","New Zealand",3,0,35.87
"2020-10-07 00:00:00","United Kingdom",37146,0,36.05
"2020-10-07 00:00:00","United States",104772,24089,24.63
"2020-10-08 00:00:00",Australia,49,30,28.9
"2020-10-08 00:00:00",Ireland,617,0,33.5
"2020-10-08 00:00:00","New Zealand",3,0,34.64
"2020-10-08 00:00:00","United Kingdom",36850,0,35.33
"2020-10-08 00:00:00","United States",110471,20119,23.92
"2020-10-09 00:00:00",Australia,47,43,28.21
"2020-10-09 00:00:00",Ireland,1011,0,31.7
"2020-10-09 00:00:00","New Zealand",4,0,34.03
"2020-10-09 00:00:00","United Kingdom",31786,0,32.65
"2020-10-09 00:00:00","United States",115730,16764,22.83
"2020-10-10 00:00:00",Australia,33,30,29.07
"2020-10-10 00:00:00",Ireland,817,0,33.03
"2020-10-10 00:00:00","New Zealand",1,0,34.76
"2020-10-10 00:00:00","United Kingdom",25296,0,33.1
"2020-10-10 00:00:00","United States",110963,23351,22.79
"2020-10-11 00:00:00",Australia,41,28,30.35
"2020-10-11 00:00:00",Ireland,820,0,35.29
"2020-10-11 00:00:00","New Zealand",3,0,37.2
"2020-10-11 00:00:00","United Kingdom",24404,0,35.94
"2020-10-11 00:00:00","United States",90863,11441,22.61
"2020-10-12 00:00:00",Australia,45,32,31.32
"2020-10-12 00:00:00",Ireland,808,0,36.88
"2020-10-12 00:00:00","New Zealand",1,0,36
"2020-10-12 00:00:00","United Kingdom",39342,0,35.87
"2020-10-12 00:00:00","United States",92924,15951,23.66
"2020-10-13 00:00:00",Australia,64,48,30.27
"2020-10-13 00:00:00",Ireland,1084,0,33.45
"2020-10-13 00:00:00","New Zealand",2,0,35.71
"2020-10-13 00:00:00","United Kingdom",38232,0,34.96
"2020-10-13 00:00:00","United States",97197,16466,23.38
"2020-10-14 00:00:00",Australia,49,20,30.04
"2020-10-14 00:00:00",Ireland,1186,0,33.5
"2020-10-14 00:00:00","New Zealand",1,0,35.26
"2020-10-14 00:00:00","United Kingdom",39840,0,35.73
"2020-10-14 00:00:00","United States",114758,29738,23.52
"2020-10-15 00:00:00",Australia,44,28,28.78
"2020-10-15 00:00:00",Ireland,998,0,32.39
"2020-10-15 00:00:00","New Zealand",5,0,32.58
"2020-10-15 00:00:00","United Kingdom",37214,0,34.2
"2020-10-15 00:00:00","United States",126324,20237,23.24
"2020-10-16 00:00:00",Australia,18,56,27.39
"2020-10-16 00:00:00",Ireland,1251,0,29.88
"2020-10-16 00:00:00","New Zealand",1,0,32.67
"2020-10-16 00:00:00","United Kingdom",35830,0,32.2
"2020-10-16 00:00:00","United States",137318,18607,22.02
"2020-10-17 00:00:00",Australia,25,20,27.56
"2020-10-17 00:00:00",Ireland,1284,0,33.52
"2020-10-17 00:00:00","New Zealand",4,0,31.72
"2020-10-17 00:00:00","United Kingdom",29764,0,32.7
"2020-10-17 00:00:00","United States",111603,22550,22.41
"2020-10-18 00:00:00",Australia,19,22,30.03
"2020-10-18 00:00:00",Ireland,1031,0,33.3
"2020-10-18 00:00:00","New Zealand",1,0,38.87
"2020-10-18 00:00:00","United Kingdom",28622,0,34.9
"2020-10-18 00:00:00","United States",96394,12079,22.99
"2020-10-19 00:00:00",Australia,17,8,30.93
"2020-10-19 00:00:00",Ireland,1263,0,31
"2020-10-19 00:00:00","New Zealand",1,0,39.08
"2020-10-19 00:00:00","United Kingdom",51744,0,35.51
"2020-10-19 00:00:00","United States",119368,24684,24.34
"2020-10-20 00:00:00",Australia,61,30,31.27
"2020-10-20 00:00:00",Ireland,1166,0,30.73
"2020-10-20 00:00:00","New Zealand",22,0,38.32
"2020-10-20 00:00:00","United Kingdom",51226,0,35.7
"2020-10-20 00:00:00","United States",119101,21219,24.44
"2020-10-21 00:00:00",Australia,30,43,30.43
"2020-10-21 00:00:00",Ireland,1066,0,29.87
"2020-10-21 00:00:00","New Zealand",4,0,37.55
"2020-10-21 00:00:00","United Kingdom",51428,0,36.4
"2020-10-21 00:00:00","United States",132431,26247,24.27
"2020-10-22 00:00:00",Australia,43,22,29.08
"2020-10-22 00:00:00",Ireland,1851,0,28.95
"2020-10-22 00:00:00","New Zealand",3,0,35.78
"2020-10-22 00:00:00","United Kingdom",46950,0,33.02
"2020-10-22 00:00:00","United States",146676,28117,23.39
"2020-10-23 00:00:00",Australia,36,20,28.36
"2020-10-23 00:00:00",Ireland,847,0,27.77
"2020-10-23 00:00:00","New Zealand",18,0,35.28
"2020-10-23 00:00:00","United Kingdom",43388,0,30.82
"2020-10-23 00:00:00","United States",164904,20555,22.08
"2020-10-24 00:00:00",Australia,31,22,26.98
"2020-10-24 00:00:00",Ireland,1020,0,29.36
"2020-10-24 00:00:00","New Zealand",1,0,35.99
"2020-10-24 00:00:00","United Kingdom",32868,0,32.01
"2020-10-24 00:00:00","United States",159531,30100,22.24
"2020-10-25 00:00:00",Australia,42,17,29.3
"2020-10-25 00:00:00",Ireland,939,0,30.54
"2020-10-25 00:00:00","New Zealand",4,0,37.6
"2020-10-25 00:00:00","United Kingdom",31792,0,32.97
"2020-10-25 00:00:00","United States",129600,15165,22.91
"2020-10-26 00:00:00",Australia,16,36,30.58
"2020-10-26 00:00:00",Ireland,700,0,31.05
"2020-10-26 00:00:00","New Zealand",1,0,40.16
"2020-10-26 00:00:00","United Kingdom",53614,0,34.56
"2020-10-26 00:00:00","United States",132897,22491,24.29
"2020-10-27 00:00:00",Australia,28,14,30.43
"2020-10-27 00:00:00",Ireland,667,0,31.17
"2020-10-27 00:00:00","New Zealand",3,0,39.4
"2020-10-27 00:00:00","United Kingdom",48700,0,34.37
"2020-10-27 00:00:00","United States",147821,25332,24.65
"2020-10-28 00:00:00",Australia,27,24,30.11
"2020-10-28 00:00:00",Ireland,863,0,29.86
"2020-10-28 00:00:00","New Zealand",6,0,38.88
"2020-10-28 00:00:00","United Kingdom",47802,0,33.71
"2020-10-28 00:00:00","United States",164047,28265,24.58
"2020-10-29 00:00:00",Australia,29,28,29.6
"2020-10-29 00:00:00",Ireland,762,0,29.84
"2020-10-29 00:00:00","New Zealand",1,0,37.7
"2020-10-29 00:00:00","United Kingdom",47228,0,32.75
"2020-10-29 00:00:00","United States",180106,34136,23.95
"2020-10-30 00:00:00",Australia,27,13,28.23
"2020-10-30 00:00:00",Ireland,397,0,26.95
"2020-10-30 00:00:00","New Zealand",6,0,35.26
"2020-10-30 00:00:00","United Kingdom",45780,0,31.36
"2020-10-30 00:00:00","United States",195181,22025,22.48
"2020-10-31 00:00:00",Australia,18,22,27.54
"2020-10-31 00:00:00",Ireland,546,0,25.21
"2020-10-31 00:00:00","New Zealand",5,0,34.95
"2020-10-31 00:00:00","United Kingdom",33346,0,28.94
"2020-10-31 00:00:00","United States",183788,32521,21.94
"2020-11-01 00:00:00",Australia,12,26,31.2
"2020-11-01 00:00:00",Ireland,748,0,28.68
"2020-11-01 00:00:00","New Zealand",3,0,40.68
"2020-11-01 00:00:00","United Kingdom",31940,0,32.22
"2020-11-01 00:00:00","United States",215418,20209,24.17
"2020-11-02 00:00:00",Australia,16,40,30.78
"2020-11-02 00:00:00",Ireland,298,0,28.31
"2020-11-02 00:00:00","New Zealand",5,0,39.62
"2020-11-02 00:00:00","United Kingdom",63850,0,31.69
"2020-11-02 00:00:00","United States",170519,24386,24.67
"2020-11-03 00:00:00",Australia,16,56,30.79
"2020-11-03 00:00:00",Ireland,435,0,26.99
"2020-11-03 00:00:00","New Zealand",1,0,37.22
"2020-11-03 00:00:00","United Kingdom",51886,0,31.31
"2020-11-03 00:00:00","United States",218252,27845,22.94
"2020-11-04 00:00:00",Australia,25,48,29.54
"2020-11-04 00:00:00",Ireland,563,0,25.94
"2020-11-04 00:00:00","United Kingdom",48054,0,29.49
"2020-11-04 00:00:00","United States",219881,36199,22.64
"2020-11-05 00:00:00",Australia,23,24,29.98
"2020-11-05 00:00:00",Ireland,492,0,26.69
"2020-11-05 00:00:00","United Kingdom",48124,0,30.76
"2020-11-05 00:00:00","United States",242021,35012,24.09
"2020-11-06 00:00:00",Australia,23,16,29.65
"2020-11-06 00:00:00",Ireland,317,0,24.25
"2020-11-06 00:00:00","New Zealand",1,0,36.15
"2020-11-06 00:00:00","United Kingdom",47320,0,29.24
"2020-11-06 00:00:00","United States",263132,26767,23.12
"2020-11-07 00:00:00",Australia,14,24,29.4
"2020-11-07 00:00:00",Ireland,539,0,25.66
"2020-11-07 00:00:00","New Zealand",6,0,36.05
"2020-11-07 00:00:00","United Kingdom",37532,0,29.56
"2020-11-07 00:00:00","United States",260181,38720,22.44
"2020-11-08 00:00:00",Australia,12,22,32.94
"2020-11-08 00:00:00",Ireland,265,0,27.63
"2020-11-08 00:00:00","New Zealand",1,0,38.82
"2020-11-08 00:00:00","United Kingdom",40490,0,33.28
"2020-11-08 00:00:00","United States",222855,28638,24.76
"2020-11-09 00:00:00",Australia,20,6,34.83
"2020-11-09 00:00:00",Ireland,230,0,28.62
"2020-11-09 00:00:00","New Zealand",4,0,39.42
"2020-11-09 00:00:00","United Kingdom",63022,0,33.89
"2020-11-09 00:00:00","United States",242631,28444,25.99
"2020-11-10 00:00:00",Australia,20,6,34.77
"2020-11-10 00:00:00",Ireland,358,0,27.57
"2020-11-10 00:00:00","New Zealand",1,0,39.01
"2020-11-10 00:00:00","United Kingdom",55578,0,33.34
"2020-11-10 00:00:00","United States",282406,30059,25.85
"2020-11-11 00:00:00",Australia,16,4,32.47
"2020-11-11 00:00:00",Ireland,385,0,27.01
"2020-11-11 00:00:00","New Zealand",3,0,38.33
"2020-11-11 00:00:00","United Kingdom",55514,0,33.16
"2020-11-11 00:00:00","United States",301497,31840,25.68
"2020-11-12 00:00:00",Australia,25,10,30.91
"2020-11-12 00:00:00",Ireland,467,0,25.56
"2020-11-12 00:00:00","New Zealand",4,0,38.79
"2020-11-12 00:00:00","United Kingdom",49652,0,31.16
"2020-11-12 00:00:00","United States",318952,50424,25.62
"2020-11-13 00:00:00",Australia,12,14,29.3
"2020-11-13 00:00:00",Ireland,427,0,24.23
"2020-11-13 00:00:00","New Zealand",3,0,38.1
"2020-11-13 00:00:00","United Kingdom",48778,0,28.97
"2020-11-13 00:00:00","United States",350974,40292,24.5
"2020-11-14 00:00:00",Australia,17,24,31.41
"2020-11-14 00:00:00",Ireland,377,0,25.52
"2020-11-14 00:00:00","New Zealand",3,0,40.94
"2020-11-14 00:00:00","United Kingdom",36446,0,30.43
"2020-11-14 00:00:00","United States",330176,50750,25.35
"2020-11-15 00:00:00",Australia,31,16,33.61
"2020-11-15 00:00:00",Ireland,453,0,27.23
"2020-11-15 00:00:00","New Zealand",1,0,43.83
"2020-11-15 00:00:00","United Kingdom",32464,0,31.38
"2020-11-15 00:00:00","United States",284615,35123,25.76
"2020-11-16 00:00:00",Australia,46,14,34.04
"2020-11-16 00:00:00",Ireland,330,0,28.15
"2020-11-16 00:00:00","New Zealand",3,0,42.89
"2020-11-16 00:00:00","United Kingdom",53902,0,33.1
"2020-11-16 00:00:00","United States",302122,40581,27
"2020-11-17 00:00:00",Australia,16,12,32.64
"2020-11-17 00:00:00",Ireland,372,0,27.84
"2020-11-17 00:00:00","New Zealand",1,0,41.19
"2020-11-17 00:00:00","United Kingdom",46974,0,31.63
"2020-11-17 00:00:00","United States",326237,45401,27.2
"2020-11-18 00:00:00",Australia,38,4,32.05
"2020-11-18 00:00:00",Ireland,415,0,26.04
"2020-11-18 00:00:00","New Zealand",8,0,39.46
"2020-11-18 00:00:00","United Kingdom",42160,0,31
"2020-11-18 00:00:00","United States",338041,51798,27.28
"2020-11-19 00:00:00",Australia,16,4,30.57
"2020-11-19 00:00:00",Ireland,329,0,25.2
"2020-11-19 00:00:00","New Zealand",1,0,37.81
"2020-11-19 00:00:00","United Kingdom",36082,0,29.34
"2020-11-19 00:00:00","United States",376377,57883,26.91
"2020-11-20 00:00:00",Australia,13,6,29.96
"2020-11-20 00:00:00",Ireland,341,0,24.88
"2020-11-20 00:00:00","New Zealand",4,0,38.41
"2020-11-20 00:00:00","United Kingdom",34200,0,27.68
"2020-11-20 00:00:00","United States",390061,42913,25.53
"2020-11-21 00:00:00",Australia,33,22,29.74
"2020-11-21 00:00:00",Ireland,318,0,25.21
"2020-11-21 00:00:00","New Zealand",6,0,39.65
"2020-11-21 00:00:00","United Kingdom",25066,0,28.28
"2020-11-21 00:00:00","United States",358458,68900,25.84
"2020-11-22 00:00:00",Australia,28,2,30.92
"2020-11-22 00:00:00",Ireland,250,0,27.05
"2020-11-22 00:00:00","New Zealand",2,0,43.34
"2020-11-22 00:00:00","United Kingdom",23790,0,29.23
"2020-11-22 00:00:00","United States",303085,-5772,25.85
"2020-11-23 00:00:00",Australia,29,14,31.12
"2020-11-23 00:00:00",Ireland,219,0,28.3
"2020-11-23 00:00:00","New Zealand",10,0,42.09
"2020-11-23 00:00:00","United Kingdom",38048,0,30.02
"2020-11-23 00:00:00","United States",313330,84394,26.19
"2020-11-24 00:00:00",Australia,26,14,30.57
"2020-11-24 00:00:00",Ireland,257,0,27.36
"2020-11-24 00:00:00","New Zealand",3,0,41
"2020-11-24 00:00:00","United Kingdom",33354,0,29.94
"2020-11-24 00:00:00","United States",340991,57863,25.96
"2020-11-25 00:00:00",Australia,14,12,29.41
"2020-11-25 00:00:00",Ireland,307,0,25.99
"2020-11-25 00:00:00","New Zealand",1,0,39.33
"2020-11-25 00:00:00","United Kingdom",33626,0,29.14
"2020-11-25 00:00:00","United States",381870,132447,24.85
"2020-11-26 00:00:00",Australia,24,44,29.98
"2020-11-26 00:00:00",Ireland,205,0,25.14
"2020-11-26 00:00:00","New Zealand",7,0,36.19
"2020-11-26 00:00:00","United Kingdom",29522,0,26.24
"2020-11-26 00:00:00","United States",272235,28926,23.22
"2020-11-27 00:00:00",Australia,13,20,28.29
"2020-11-27 00:00:00",Ireland,243,0,21.66
"2020-11-27 00:00:00","New Zealand",3,0,36.62
"2020-11-27 00:00:00","United Kingdom",29110,0,25.2
"2020-11-27 00:00:00","United States",361929,69958,23.7
"2020-11-28 00:00:00",Australia,22,20,28.12
"2020-11-28 00:00:00",Ireland,299,0,25.22
"2020-11-28 00:00:00","New Zealand",4,0,38.88
"2020-11-28 00:00:00","United Kingdom",22172,0,26.05
"2020-11-28 00:00:00","United States",294816,73284,24.49
"2020-11-29 00:00:00",Australia,16,8,29.54
"2020-11-29 00:00:00",Ireland,303,0,27.67
"2020-11-29 00:00:00","United Kingdom",21702,0,28.49
"2020-11-29 00:00:00","United States",275578,37461,25.75
"2020-11-30 00:00:00",Australia,21,19,30.11
"2020-11-30 00:00:00",Ireland,254,0,27.88
"2020-11-30 00:00:00","New Zealand",6,0,41.82
"2020-11-30 00:00:00","United Kingdom",36394,0,27.78
"2020-11-30 00:00:00","United States",300999,51932,26.21
"2020-12-01 00:00:00",Australia,16,8,29.25
"2020-12-01 00:00:00",Ireland,268,0,26.24
"2020-12-01 00:00:00","New Zealand",3,0,42.14
"2020-12-01 00:00:00","United Kingdom",33368,0,27.91
"2020-12-01 00:00:00","United States",372441,72233,26.59
"2020-12-02 00:00:00",Australia,22,20,29.07
"2020-12-02 00:00:00",Ireland,162,0,26.49
"2020-12-02 00:00:00","New Zealand",2,0,42.8
"2020-12-02 00:00:00","United Kingdom",33352,0,27.19
"2020-12-02 00:00:00","United States",411115,88584,26.85
"2020-12-03 00:00:00",Australia,32,14,28.47
"2020-12-03 00:00:00",Ireland,263,0,25.84
"2020-12-03 00:00:00","New Zealand",3,0,39.45
"2020-12-03 00:00:00","United Kingdom",31720,0,27.3
"2020-12-03 00:00:00","United States",431214,74804,26.89
"2020-12-04 00:00:00",Australia,20,20,28.83
"2020-12-04 00:00:00",Ireland,457,0,23.94
"2020-12-04 00:00:00","New Zealand",9,0,39.91
"2020-12-04 00:00:00","United Kingdom",31668,0,25.13
"2020-12-04 00:00:00","United States",452681,58996,25.78
"2020-12-05 00:00:00",Australia,14,14,28.65
"2020-12-05 00:00:00",Ireland,298,0,26.71
"2020-12-05 00:00:00","New Zealand",0,0,40.16
"2020-12-05 00:00:00","United Kingdom",25786,0,26.43
"2020-12-05 00:00:00","United States",421829,100261,25.68
"2020-12-06 00:00:00",Australia,18,6,29.58
"2020-12-06 00:00:00",Ireland,222,0,28.16
"2020-12-06 00:00:00","New Zealand",2,0,44.4
"2020-12-06 00:00:00","United Kingdom",27462,0,28.16
"2020-12-06 00:00:00","United States",356530,44402,25.87
"2020-12-07 00:00:00",Australia,14,8,30.67
"2020-12-07 00:00:00",Ireland,214,0,29.15
"2020-12-07 00:00:00","New Zealand",6,0,43.97
"2020-12-07 00:00:00","United Kingdom",43170,0,28.37
"2020-12-07 00:00:00","United States",363711,57534,26.69
"2020-12-08 00:00:00",Australia,30,8,30.33
"2020-12-08 00:00:00",Ireland,218,0,28.14
"2020-12-08 00:00:00","New Zealand",2,0,42.22
"2020-12-08 00:00:00","United Kingdom",42130,0,28.26
"2020-12-08 00:00:00","United States",444023,66342,26.86
"2020-12-09 00:00:00",Australia,12,20,30.19
"2020-12-09 00:00:00",Ireland,303,0,29.36
"2020-12-09 00:00:00","New Zealand",2,0,41.53
"2020-12-09 00:00:00","United Kingdom",43818,0,29.22
"2020-12-09 00:00:00","United States",434987,95277,26.63
"2020-12-10 00:00:00",Australia,16,14,28.03
"2020-12-10 00:00:00",Ireland,304,0,27.54
"2020-12-10 00:00:00","United Kingdom",45832,0,27.31
"2020-12-10 00:00:00","United States",426498,85502,25.93
"2020-12-11 00:00:00",Australia,23,6,27.91
"2020-12-11 00:00:00",Ireland,249,0,25.93
"2020-12-11 00:00:00","New Zealand",1,0,37.01
"2020-12-11 00:00:00","United Kingdom",48780,0,25.39
"2020-12-11 00:00:00","United States",480959,142867,24.53
"2020-12-12 00:00:00",Australia,26,8,28.06
"2020-12-12 00:00:00",Ireland,429,0,27.23
"2020-12-12 00:00:00","United Kingdom",39176,0,26.4
"2020-12-12 00:00:00","United States",439534,106430,24.9
"2020-12-13 00:00:00",Australia,12,8,29.01
"2020-12-13 00:00:00",Ireland,264,0,29.45
"2020-12-13 00:00:00","New Zealand",0,0,41.46
"2020-12-13 00:00:00","United Kingdom",44532,0,28.55
"2020-12-13 00:00:00","United States",365402,47389,25.04
"2020-12-14 00:00:00",Australia,16,18,28.78
"2020-12-14 00:00:00",Ireland,327,0,29.41
"2020-12-14 00:00:00","New Zealand",4,0,40.47
"2020-12-14 00:00:00","United Kingdom",70394,0,28.1
"2020-12-14 00:00:00","United States",389052,68825,25.25
"2020-12-15 00:00:00",Australia,18,9,29.1
"2020-12-15 00:00:00",Ireland,421,0,29.74
"2020-12-15 00:00:00","United Kingdom",68756,0,28.56
"2020-12-15 00:00:00","United States",391565,83097,25.27
"2020-12-16 00:00:00",Australia,24,4,28.45
"2020-12-16 00:00:00",Ireland,481,0,29.63
"2020-12-16 00:00:00","New Zealand",4,0,38.87
"2020-12-16 00:00:00","United Kingdom",70854,0,28.05
"2020-12-16 00:00:00","United States",471587,99097,25.22
"2020-12-17 00:00:00",Australia,26,10,27.74
"2020-12-17 00:00:00",Ireland,576,0,28.92
"2020-12-17 00:00:00","United Kingdom",68876,0,26.52
"2020-12-17 00:00:00","United States",485557,80270,24.98
"2020-12-18 00:00:00",Australia,43,10,28.32
"2020-12-18 00:00:00",Ireland,522,0,28.39
"2020-12-18 00:00:00","New Zealand",2,0,37.52
"2020-12-18 00:00:00","United Kingdom",72838,0,27.19
"2020-12-18 00:00:00","United States",476407,73628,24.51
"2020-12-19 00:00:00",Australia,70,2,28.89
"2020-12-19 00:00:00",Ireland,766,0,28.67
"2020-12-19 00:00:00","United Kingdom",51180,0,26.31
"2020-12-19 00:00:00","United States",404701,115176,25.27
"2020-12-20 00:00:00",Australia,87,14,29.78
"2020-12-20 00:00:00",Ireland,725,0,31.68
"2020-12-20 00:00:00","New Zealand",4,0,39.46
"2020-12-20 00:00:00","United Kingdom",66132,0,28.02
"2020-12-20 00:00:00","United States",380832,47696,25.52
"2020-12-21 00:00:00",Australia,53,8,30.01
"2020-12-21 00:00:00",Ireland,961,0,32.57
"2020-12-21 00:00:00","New Zealand",5,0,39.25
"2020-12-21 00:00:00","United Kingdom",96384,0,30.25
"2020-12-21 00:00:00","United States",360775,59566,25.48
"2020-12-22 00:00:00",Australia,42,14,29.74
"2020-12-22 00:00:00",Ireland,927,0,31.62
"2020-12-22 00:00:00","United Kingdom",92950,0,29.55
"2020-12-22 00:00:00","United States",389662,74585,25.44
"2020-12-23 00:00:00",Australia,38,6,28.43
"2020-12-23 00:00:00",Ireland,918,0,32.27
"2020-12-23 00:00:00","New Zealand",3,0,32.3
"2020-12-23 00:00:00","United Kingdom",85872,0,28.67
"2020-12-23 00:00:00","United States",446473,99335,25
"2020-12-24 00:00:00",Australia,48,8,24.85
"2020-12-24 00:00:00",Ireland,1025,0,29.03
