date,location,sumConfirmed,sumRecovered,symptoms
"2021-05-11 00:00:00","United Kingdom",4656,0,31.19
"2021-05-11 00:00:00","United States",32924,0,23.8
"2021-05-12 00:00:00",Australia,17,12,41.03
"2021-05-12 00:00:00",Ireland,437,0,30
"2021-05-12 00:00:00","New Zealand",1,0,39.11
"2021-05-12 00:00:00","United Kingdom",4668,0,30.51
"2021-05-12 00:00:00","United States",35525,0,23.82
"2021-05-13 00:00:00",Australia,14,24,39.05
"2021-05-13 00:00:00",Ireland,420,0,28.3
"2021-05-13 00:00:00","New Zealand",1,0,38.04
"2021-05-13 00:00:00","United Kingdom",4364,0,29.9
"2021-05-13 00:00:00","United States",40069,0,23.63
"2021-05-14 00:00:00",Australia,4,12,38.6
"2021-05-14 00:00:00",Ireland,461,0,26.58
"2021-05-14 00:00:00","New Zealand",0,0,39.14
"2021-05-14 00:00:00","United Kingdom",3872,0,27.94
"2021-05-14 00:00:00","United States",35037,0,22.61
"2021-05-15 00:00:00",Australia,17,12,39.56
"2021-05-15 00:00:00",Ireland,375,0,27.86
"2021-05-15 00:00:00","United Kingdom",3252,0,30.15
"2021-05-15 00:00:00","United States",29253,0,23.25
"2021-05-16 00:00:00",Australia,16,6,42.82
"2021-05-16 00:00:00",Ireland,379,0,28.31
"2021-05-16 00:00:00","New Zealand",5,0,43.05
"2021-05-16 00:00:00","United Kingdom",3844,0,32.2
"2021-05-16 00:00:00","United States",21009,0,23.3
"2021-05-17 00:00:00",Australia,7,4,43.55
"2021-05-17 00:00:00",Ireland,365,0,29.31
"2021-05-17 00:00:00","New Zealand",1,0,42.16
"2021-05-17 00:00:00","United Kingdom",5716,0,32.25
"2021-05-17 00:00:00","United States",19372,0,23.62
"2021-05-18 00:00:00",Australia,20,26,43.76
"2021-05-18 00:00:00",Ireland,526,0,28.35
"2021-05-18 00:00:00","New Zealand",6,0,43
"2021-05-18 00:00:00","United Kingdom",5624,0,31.39
"2021-05-18 00:00:00","United States",27670,0,23.74
"2021-05-19 00:00:00",Australia,7,8,42.11
"2021-05-19 00:00:00",Ireland,470,0,27.86
"2021-05-19 00:00:00","New Zealand",1,0,41.45
"2021-05-19 00:00:00","United Kingdom",5624,0,31.64
"2021-05-19 00:00:00","United States",27435,0,23.49
"2021-05-20 00:00:00",Australia,11,22,40.89
"2021-05-20 00:00:00",Ireland,533,0,27.37
"2021-05-20 00:00:00","New Zealand",1,0,38.8
"2021-05-20 00:00:00","United Kingdom",5034,0,31.73
"2021-05-20 00:00:00","United States",27705,0,23.13
"2021-05-21 00:00:00",Australia,6,14,39.96
"2021-05-21 00:00:00",Ireland,384,0,26.2
"2021-05-21 00:00:00","New Zealand",3,0,38.96
"2021-05-21 00:00:00","United Kingdom",4730,0,29.68
"2021-05-21 00:00:00","United States",27785,0,22.18
"2021-05-22 00:00:00",Australia,8,14,40.36
"2021-05-22 00:00:00",Ireland,447,0,27.86
"2021-05-22 00:00:00","United Kingdom",4000,0,29.55
"2021-05-22 00:00:00","United States",21881,0,22.92
"2021-05-23 00:00:00",Australia,10,34,43.26
"2021-05-23 00:00:00",Ireland,349,0,29.77
"2021-05-23 00:00:00","New Zealand",4,0,44.43
"2021-05-23 00:00:00","United Kingdom",4652,0,32.28
"2021-05-23 00:00:00","United States",15613,0,22.8
"2021-05-24 00:00:00",Australia,19,16,43.93
"2021-05-24 00:00:00",Ireland,353,0,29.17
"2021-05-24 00:00:00","New Zealand",2,0,45.32
"2021-05-24 00:00:00","United Kingdom",6736,0,33.4
"2021-05-24 00:00:00","United States",15204,0,23.36
"2021-05-25 00:00:00",Australia,18,7,43.58
"2021-05-25 00:00:00",Ireland,445,0,30.51
"2021-05-25 00:00:00","New Zealand",1,0,45.52
"2021-05-25 00:00:00","United Kingdom",6854,0,34.47
"2021-05-25 00:00:00","United States",24283,0,23.62
"2021-05-26 00:00:00",Australia,33,6,41.2
"2021-05-26 00:00:00",Ireland,432,0,28.89
"2021-05-26 00:00:00","New Zealand",1,0,43.94
"2021-05-26 00:00:00","United Kingdom",7842,0,33.47
"2021-05-26 00:00:00","United States",23390,0,23
"2021-05-27 00:00:00",Australia,30,14,40.98
"2021-05-27 00:00:00",Ireland,461,0,28.19
"2021-05-27 00:00:00","New Zealand",1,0,42.52
"2021-05-27 00:00:00","United Kingdom",7494,0,32.2
"2021-05-27 00:00:00","United States",21915,0,22.56
"2021-05-28 00:00:00",Australia,21,4,41.17
"2021-05-28 00:00:00",Ireland,456,0,27.28
"2021-05-28 00:00:00","New Zealand",0,0,42.72
"2021-05-28 00:00:00","United Kingdom",7178,0,31.26
"2021-05-28 00:00:00","United States",24657,0,21.98
"2021-05-29 00:00:00",Australia,20,8,41.76
"2021-05-29 00:00:00",Ireland,367,0,26.74
"2021-05-29 00:00:00","United Kingdom",6000,0,31.27
"2021-05-29 00:00:00","United States",15407,0,22.6
"2021-05-30 00:00:00",Australia,30,12,43.56
"2021-05-30 00:00:00",Ireland,370,0,28.78
"2021-05-30 00:00:00","New Zealand",2,0,46.64
"2021-05-30 00:00:00","United Kingdom",6328,0,30.73
"2021-05-30 00:00:00","United States",12171,0,22.55
"2021-05-31 00:00:00",Australia,16,0,44.33
"2021-05-31 00:00:00",Ireland,337,0,28.99
"2021-05-31 00:00:00","New Zealand",0,0,46.12
"2021-05-31 00:00:00","United Kingdom",7794,0,32.01
"2021-05-31 00:00:00","United States",9230,0,22.43
"2021-06-01 00:00:00",Australia,24,14,43.75
"2021-06-01 00:00:00",Ireland,407,0,29.51
"2021-06-01 00:00:00","New Zealand",5,0,45.43
"2021-06-01 00:00:00","United Kingdom",10862,0,32.33
"2021-06-01 00:00:00","United States",9046,0,23.86
"2021-06-02 00:00:00",Australia,27,10,42.49
"2021-06-02 00:00:00",Ireland,465,0,29.05
"2021-06-02 00:00:00","New Zealand",2,0,44.97
"2021-06-02 00:00:00","United Kingdom",12336,0,32.07
"2021-06-02 00:00:00","United States",16218,0,23.9
"2021-06-03 00:00:00",Australia,15,7,40.55
"2021-06-03 00:00:00",Ireland,517,0,26.77
"2021-06-03 00:00:00","New Zealand",1,0,43.41
"2021-06-03 00:00:00","United Kingdom",12512,0,32.59
"2021-06-03 00:00:00","United States",18060,0,23.31
"2021-06-04 00:00:00",Australia,20,10,40.11
"2021-06-04 00:00:00",Ireland,384,0,25.93
"2021-06-04 00:00:00","New Zealand",2,0,42.21
"2021-06-04 00:00:00","United Kingdom",11720,0,30.26
"2021-06-04 00:00:00","United States",18534,0,22.4
"2021-06-05 00:00:00",Australia,16,0,40.97
"2021-06-05 00:00:00",Ireland,313,0,27.23
"2021-06-05 00:00:00","United Kingdom",9462,0,29.86
"2021-06-05 00:00:00","United States",14602,0,22.82
"2021-06-06 00:00:00",Australia,34,8,41.71
"2021-06-06 00:00:00",Ireland,377,0,26.21
"2021-06-06 00:00:00","New Zealand",3,0,44.1
"2021-06-06 00:00:00","United Kingdom",11066,0,31.49
"2021-06-06 00:00:00","United States",10795,0,22.55
"2021-06-07 00:00:00",Australia,39,16,42.84
"2021-06-07 00:00:00",Ireland,271,0,28.36
"2021-06-07 00:00:00","United Kingdom",15890,0,32
"2021-06-07 00:00:00","United States",9817,0,23.25
"2021-06-08 00:00:00",Australia,22,14,43.9
"2021-06-08 00:00:00",Ireland,227,0,29.54
"2021-06-08 00:00:00","New Zealand",6,0,48.4
"2021-06-08 00:00:00","United Kingdom",15792,0,30.85
"2021-06-08 00:00:00","United States",14045,0,23.5
"2021-06-09 00:00:00",Australia,14,17,40.92
"2021-06-09 00:00:00",Ireland,398,0,29.6
"2021-06-09 00:00:00","New Zealand",1,0,47.6
"2021-06-09 00:00:00","United Kingdom",16420,0,31.41
"2021-06-09 00:00:00","United States",19288,0,23.46
"2021-06-10 00:00:00",Australia,33,24,40.19
"2021-06-10 00:00:00",Ireland,319,0,28.9
"2021-06-10 00:00:00","New Zealand",5,0,44.96
"2021-06-10 00:00:00","United Kingdom",16084,0,31.44
"2021-06-10 00:00:00","United States",15546,0,23.17
"2021-06-11 00:00:00",Australia,6,20,39.55
"2021-06-11 00:00:00",Ireland,431,0,25.88
"2021-06-11 00:00:00","New Zealand",4,0,44
"2021-06-11 00:00:00","United Kingdom",15238,0,28.66
"2021-06-11 00:00:00","United States",13987,0,22.55
"2021-06-12 00:00:00",Australia,17,18,39.52
"2021-06-12 00:00:00",Ireland,315,0,26.99
"2021-06-12 00:00:00","United Kingdom",12568,0,27.93
"2021-06-12 00:00:00","United States",12263,0,22.82
"2021-06-13 00:00:00",Australia,22,14,41.44
"2021-06-13 00:00:00",Ireland,202,0,29.29
"2021-06-13 00:00:00","New Zealand",0,0,47.91
"2021-06-13 00:00:00","United Kingdom",14270,0,31.39
"2021-06-13 00:00:00","United States",8636,0,23
"2021-06-14 00:00:00",Australia,27,24,42.77
"2021-06-14 00:00:00",Ireland,283,0,29.97
"2021-06-14 00:00:00","New Zealand",1,0,47.61
"2021-06-14 00:00:00","United Kingdom",20724,0,31.97
"2021-06-14 00:00:00","United States",8216,0,23.54
"2021-06-15 00:00:00",Australia,23,29,42.3
"2021-06-15 00:00:00",Ireland,287,0,30.33
"2021-06-15 00:00:00","New Zealand",2,0,48.68
"2021-06-15 00:00:00","United Kingdom",21592,0,32.15
"2021-06-15 00:00:00","United States",12724,0,23.83
"2021-06-16 00:00:00",Australia,33,38,40.95
"2021-06-16 00:00:00",Ireland,373,0,28.92
"2021-06-16 00:00:00","New Zealand",2,0,46.21
"2021-06-16 00:00:00","United Kingdom",22104,0,33.2
"2021-06-16 00:00:00","United States",13102,0,23.86
"2021-06-17 00:00:00",Australia,22,16,39.35
"2021-06-17 00:00:00",Ireland,302,0,28.23
"2021-06-17 00:00:00","New Zealand",1,0,47.44
"2021-06-17 00:00:00","United Kingdom",22212,0,31.57
"2021-06-17 00:00:00","United States",13367,0,23.44
"2021-06-18 00:00:00",Australia,22,5,39.9
"2021-06-18 00:00:00",Ireland,393,0,27.22
"2021-06-18 00:00:00","New Zealand",2,0,47.02
"2021-06-18 00:00:00","United Kingdom",20640,0,28.52
"2021-06-18 00:00:00","United States",11852,0,22.68
"2021-06-19 00:00:00",Australia,20,14,40.93
"2021-06-19 00:00:00",Ireland,393,0,29.08
"2021-06-19 00:00:00","United Kingdom",16892,0,29.12
"2021-06-19 00:00:00","United States",12292,0,22.67
"2021-06-20 00:00:00",Australia,16,12,41.72
"2021-06-20 00:00:00",Ireland,284,0,29.75
"2021-06-20 00:00:00","New Zealand",2,0,51.12
"2021-06-20 00:00:00","United Kingdom",20176,0,32.28
"2021-06-20 00:00:00","United States",8979,0,22.62
"2021-06-21 00:00:00",Australia,49,16,42.61
"2021-06-21 00:00:00",Ireland,174,0,31.71
"2021-06-21 00:00:00","New Zealand",0,0,51.96
"2021-06-21 00:00:00","United Kingdom",32614,0,33.1
"2021-06-21 00:00:00","United States",8662,0,23.65
"2021-06-22 00:00:00",Australia,20,9,41.59
"2021-06-22 00:00:00",Ireland,298,0,32.14
"2021-06-22 00:00:00","New Zealand",4,0,51.38
"2021-06-22 00:00:00","United Kingdom",34806,0,32.45
"2021-06-22 00:00:00","United States",13365,0,24.06
"2021-06-23 00:00:00",Australia,27,8,40.36
"2021-06-23 00:00:00",Ireland,304,0,31.94
"2021-06-23 00:00:00","New Zealand",1,0,51.51
"2021-06-23 00:00:00","United Kingdom",36700,0,33.35
"2021-06-23 00:00:00","United States",13732,0,24.23
"2021-06-24 00:00:00",Australia,61,7,38.68
"2021-06-24 00:00:00",Ireland,380,0,30.44
"2021-06-24 00:00:00","New Zealand",2,0,51.29
"2021-06-24 00:00:00","United Kingdom",37424,0,31.98
"2021-06-24 00:00:00","United States",15464,0,23.63
"2021-06-25 00:00:00",Australia,30,16,38.39
"2021-06-25 00:00:00",Ireland,443,0,27.93
"2021-06-25 00:00:00","New Zealand",3,0,54.4
"2021-06-25 00:00:00","United Kingdom",36338,0,29.51
"2021-06-25 00:00:00","United States",14979,0,22.67
"2021-06-26 00:00:00",Australia,72,10,38.75
"2021-06-26 00:00:00",Ireland,340,0,29.27
"2021-06-26 00:00:00","New Zealand",3,0,55.7
"2021-06-26 00:00:00","United Kingdom",32602,0,30.4
"2021-06-26 00:00:00","United States",13124,0,22.95
"2021-06-27 00:00:00",Australia,86,20,39.79
"2021-06-27 00:00:00",Ireland,329,0,32.36
"2021-06-27 00:00:00","New Zealand",6,0,57.42
"2021-06-27 00:00:00","United Kingdom",37004,0,34.08
"2021-06-27 00:00:00","United States",10496,0,23.22
"2021-06-28 00:00:00",Australia,58,6,40.54
"2021-06-28 00:00:00",Ireland,342,0,33.26
"2021-06-28 00:00:00","New Zealand",5,0,56.94
"2021-06-28 00:00:00","United Kingdom",56836,0,33.15
"2021-06-28 00:00:00","United States",10521,0,23.97
"2021-06-29 00:00:00",Australia,66,20,40.29
"2021-06-29 00:00:00",Ireland,405,0,31.45
"2021-06-29 00:00:00","New Zealand",1,0,56.82
"2021-06-29 00:00:00","United Kingdom",56398,0,31.5
"2021-06-29 00:00:00","United States",15601,0,24.27
"2021-06-30 00:00:00",Australia,96,34,39.95
"2021-06-30 00:00:00",Ireland,448,0,30.59
"2021-06-30 00:00:00","New Zealand",1,0,56.77
"2021-06-30 00:00:00","United Kingdom",57846,0,32.79
"2021-06-30 00:00:00","United States",11604,0,23.97
"2021-07-01 00:00:00",Australia,68,16,38.22
"2021-07-01 00:00:00",Ireland,512,0,30.49
"2021-07-01 00:00:00","New Zealand",3,0,56.32
"2021-07-01 00:00:00","United Kingdom",57588,0,32.23
"2021-07-01 00:00:00","United States",18587,0,23.6
"2021-07-02 00:00:00",Australia,85,8,38.36
"2021-07-02 00:00:00",Ireland,448,0,29.5
"2021-07-02 00:00:00","New Zealand",3,0,58.09
"2021-07-02 00:00:00","United Kingdom",52680,0,32.38
"2021-07-02 00:00:00","United States",16890,0,22.91
"2021-07-03 00:00:00",Australia,98,12,38.1
"2021-07-03 00:00:00",Ireland,562,0,29.89
"2021-07-03 00:00:00","United Kingdom",48020,0,32.45
"2021-07-03 00:00:00","United States",13149,0,23.08
"2021-07-04 00:00:00",Australia,45,20,38.52
"2021-07-04 00:00:00",Ireland,335,0,30.86
"2021-07-04 00:00:00","New Zealand",9,0,64.83
"2021-07-04 00:00:00","United Kingdom",50340,0,35.08
"2021-07-04 00:00:00","United States",10391,0,22.37
"2021-07-05 00:00:00",Australia,93,8,39.36
"2021-07-05 00:00:00",Ireland,397,0,31.57
"2021-07-05 00:00:00","New Zealand",1,0,77.91
"2021-07-05 00:00:00","United Kingdom",69838,0,33.96
"2021-07-05 00:00:00","United States",9193,0,23.69
"2021-07-06 00:00:00",Australia,58,4,38.52
"2021-07-06 00:00:00",Ireland,533,0,32.78
"2021-07-06 00:00:00","New Zealand",5,0,90.8
"2021-07-06 00:00:00","United Kingdom",72120,0,34.23
"2021-07-06 00:00:00","United States",20126,0,24.69
"2021-07-07 00:00:00",Australia,58,2,37.17
"2021-07-07 00:00:00",Ireland,533,0,31.56
"2021-07-07 00:00:00","New Zealand",2,0,81.86
"2021-07-07 00:00:00","United Kingdom",77194,0,33.01
"2021-07-07 00:00:00","United States",22418,0,25.22
"2021-07-08 00:00:00",Australia,88,10,36.01
"2021-07-08 00:00:00",Ireland,631,0,32.23
"2021-07-08 00:00:00","New Zealand",1,0,69.83
"2021-07-08 00:00:00","United Kingdom",68032,0,32.67
"2021-07-08 00:00:00","United States",27546,0,25.2
"2021-07-09 00:00:00",Australia,100,4,35.58
"2021-07-09 00:00:00",Ireland,581,0,30.99
"2021-07-09 00:00:00","New Zealand",0,0,68.46
"2021-07-09 00:00:00","United Kingdom",65606,0,32.18
"2021-07-09 00:00:00","United States",27506,0,24.47
"2021-07-10 00:00:00",Australia,124,8,35.31
"2021-07-10 00:00:00",Ireland,576,0,30.78
"2021-07-10 00:00:00","United Kingdom",56758,0,33.52
"2021-07-10 00:00:00","United States",20641,0,24.47
"2021-07-11 00:00:00",Australia,169,12,35.6
"2021-07-11 00:00:00",Ireland,572,0,30.1
"2021-07-11 00:00:00","New Zealand",3,0,71.37
"2021-07-11 00:00:00","United Kingdom",61006,0,30.74
"2021-07-11 00:00:00","United States",16391,0,24.75
"2021-07-12 00:00:00",Australia,245,64,37.56
"2021-07-12 00:00:00",Ireland,589,0,32.1
"2021-07-12 00:00:00","New Zealand",15,0,76.56
"2021-07-12 00:00:00","United Kingdom",89024,0,34.89
"2021-07-12 00:00:00","United States",29127,0,25.79
"2021-07-13 00:00:00",Australia,198,12,37.44
"2021-07-13 00:00:00",Ireland,737,0,33.24
"2021-07-13 00:00:00","New Zealand",3,0,70.87
"2021-07-13 00:00:00","United Kingdom",95412,0,36.05
"2021-07-13 00:00:00","United States",35015,0,26.17
"2021-07-14 00:00:00",Australia,216,22,35.79
"2021-07-14 00:00:00",Ireland,994,0,32.93
"2021-07-14 00:00:00","New Zealand",22,0,66.75
"2021-07-14 00:00:00","United Kingdom",109818,0,35.77
"2021-07-14 00:00:00","United States",38374,0,26.02
"2021-07-15 00:00:00",Australia,170,32,34.9
"2021-07-15 00:00:00",Ireland,1170,0,31.42
"2021-07-15 00:00:00","New Zealand",2,0,65.11
"2021-07-15 00:00:00","United Kingdom",124000,0,34.9
"2021-07-15 00:00:00","United States",40438,0,25.5
"2021-07-16 00:00:00",Australia,232,18,34.26
"2021-07-16 00:00:00",Ireland,1377,0,29.19
"2021-07-16 00:00:00","New Zealand",6,0,59.12
"2021-07-16 00:00:00","United Kingdom",110526,0,32.79
"2021-07-16 00:00:00","United States",42251,0,24.76
"2021-07-17 00:00:00",Australia,278,20,34.84
"2021-07-17 00:00:00",Ireland,1179,0,28.1
"2021-07-17 00:00:00","United Kingdom",76950,0,32.15
"2021-07-17 00:00:00","United States",32056,0,24.92
"2021-07-18 00:00:00",Australia,255,8,35.86
"2021-07-18 00:00:00",Ireland,1071,0,28.37
"2021-07-18 00:00:00","New Zealand",3,0,62.44
"2021-07-18 00:00:00","United Kingdom",72362,0,33.24
"2021-07-18 00:00:00","United States",27922,0,25.47
"2021-07-19 00:00:00",Australia,239,12,36.17
"2021-07-19 00:00:00",Ireland,1110,0,29.56
"2021-07-19 00:00:00","United Kingdom",95848,0,32.05
"2021-07-19 00:00:00","United States",44794,0,26.65
"2021-07-20 00:00:00",Australia,221,28,35.82
"2021-07-20 00:00:00",Ireland,1260,0,29.84
"2021-07-20 00:00:00","New Zealand",8,0,60.58
"2021-07-20 00:00:00","United Kingdom",79754,0,31.63
"2021-07-20 00:00:00","United States",50981,0,26.97
"2021-07-21 00:00:00",Australia,281,24,35.49
"2021-07-21 00:00:00",Ireland,1188,0,28.9
"2021-07-21 00:00:00","United Kingdom",71096,0,30.77
"2021-07-21 00:00:00","United States",61253,0,27.12
"2021-07-22 00:00:00",Australia,316,6,34.99
"2021-07-22 00:00:00",Ireland,1386,0,28.64
"2021-07-22 00:00:00","United Kingdom",62556,0,30.07
"2021-07-22 00:00:00","United States",71332,0,27.29
"2021-07-23 00:00:00",Australia,317,24,34.58
"2021-07-23 00:00:00",Ireland,1345,0,28.03
"2021-07-23 00:00:00","New Zealand",3,0,52.59
"2021-07-23 00:00:00","United Kingdom",55634,0,29.87
"2021-07-23 00:00:00","United States",69359,0,26.57
"2021-07-24 00:00:00",Australia,351,12,34.12
"2021-07-24 00:00:00",Ireland,1126,0,27.69
"2021-07-24 00:00:00","United Kingdom",45704,0,30.63
"2021-07-24 00:00:00","United States",53431,0,26.33
"2021-07-25 00:00:00",Australia,323,18,35.93
"2021-07-25 00:00:00",Ireland,1276,0,28.4
"2021-07-25 00:00:00","United Kingdom",44374,0,32.32
"2021-07-25 00:00:00","United States",42875,0,26.67
"2021-07-26 00:00:00",Australia,330,14,36.3
"2021-07-26 00:00:00",Ireland,1114,0,30.15
"2021-07-26 00:00:00","United Kingdom",59960,0,33.16
"2021-07-26 00:00:00","United States",71031,0,27.71
"2021-07-27 00:00:00",Australia,374,8,36.06
"2021-07-27 00:00:00",Ireland,1301,0,30.93
"2021-07-27 00:00:00","New Zealand",1,0,52.59
"2021-07-27 00:00:00","United Kingdom",59162,0,33.27
"2021-07-27 00:00:00","United States",85743,0,28.18
"2021-07-28 00:00:00",Australia,411,10,35.45
"2021-07-28 00:00:00",Ireland,1361,0,30.25
"2021-07-28 00:00:00","United Kingdom",60474,0,32.59
"2021-07-28 00:00:00","United States",88985,0,28.12
"2021-07-29 00:00:00",Australia,520,18,34.08
"2021-07-29 00:00:00",Ireland,1501,0,29.72
"2021-07-29 00:00:00","United Kingdom",56864,0,32.77
"2021-07-29 00:00:00","United States",99230,0,27.46
"2021-07-30 00:00:00",Australia,354,30,34.69
"2021-07-30 00:00:00",Ireland,1427,0,28.42
"2021-07-30 00:00:00","New Zealand",4,0,50.27
"2021-07-30 00:00:00","United Kingdom",49498,0,30.72
"2021-07-30 00:00:00","United States",104410,0,26.97
"2021-07-31 00:00:00",Australia,441,54,35.13
"2021-07-31 00:00:00",Ireland,1098,0,29.19
"2021-07-31 00:00:00","United Kingdom",41138,0,30.8
"2021-07-31 00:00:00","United States",80494,0,27.16
"2021-08-01 00:00:00",Australia,512,66,36.21
"2021-08-01 00:00:00",Ireland,1352,0,28.85
"2021-08-01 00:00:00","United Kingdom",41970,0,31.54
"2021-08-01 00:00:00","United States",61102,0,27.42
"2021-08-02 00:00:00",Australia,456,102,37.43
"2021-08-02 00:00:00",Ireland,884,0,30.84
"2021-08-02 00:00:00","United Kingdom",59680,0,34.25
"2021-08-02 00:00:00","United States",101887,0,28.08
"2021-08-03 00:00:00",Australia,445,46,36.35
"2021-08-03 00:00:00",Ireland,1217,0,31.4
"2021-08-03 00:00:00","New Zealand",2,0,51.76
"2021-08-03 00:00:00","United Kingdom",60944,0,33.22
"2021-08-03 00:00:00","United States",109889,0,28.73
"2021-08-04 00:00:00",Australia,510,64,35.81
"2021-08-04 00:00:00",Ireland,1492,0,32.12
"2021-08-04 00:00:00","United Kingdom",64676,0,34.2
"2021-08-04 00:00:00","United States",126784,0,28.9
"2021-08-05 00:00:00",Australia,599,56,35.3
"2021-08-05 00:00:00",Ireland,1781,0,31.22
"2021-08-05 00:00:00","United Kingdom",63318,0,33.23
"2021-08-05 00:00:00","United States",127814,0,28.34
"2021-08-06 00:00:00",Australia,613,46,36.09
"2021-08-06 00:00:00",Ireland,1828,0,29.56
"2021-08-06 00:00:00","New Zealand",2,0,49.21
"2021-08-06 00:00:00","United Kingdom",56072,0,31.69
"2021-08-06 00:00:00","United States",125818,0,27.22
"2021-08-07 00:00:00",Australia,720,30,35.55
"2021-08-07 00:00:00",Ireland,1837,0,29.39
"2021-08-07 00:00:00","United Kingdom",45080,0,31.82
"2021-08-07 00:00:00","United States",119909,0,27.75
"2021-08-08 00:00:00",Australia,577,42,37.08
"2021-08-08 00:00:00",Ireland,1411,0,29.59
"2021-08-08 00:00:00","New Zealand",12,0,53.45
"2021-08-08 00:00:00","United Kingdom",45774,0,33.26
"2021-08-08 00:00:00","United States",96420,0,28
"2021-08-09 00:00:00",Australia,601,28,37.36
"2021-08-09 00:00:00",Ireland,1509,0,32.12
"2021-08-09 00:00:00","New Zealand",3,0,53.33
"2021-08-09 00:00:00","United Kingdom",64324,0,33.5
"2021-08-09 00:00:00","United States",93069,0,28.62
"2021-08-10 00:00:00",Australia,762,33,38.44
"2021-08-10 00:00:00",Ireland,1819,0,34
"2021-08-10 00:00:00","New Zealand",3,0,55.31
"2021-08-10 00:00:00","United Kingdom",63036,0,34.22
"2021-08-10 00:00:00","United States",133998,0,30.01
"2021-08-11 00:00:00",Australia,731,34,37.37
"2021-08-11 00:00:00",Ireland,1733,0,32.44
"2021-08-11 00:00:00","New Zealand",8,0,53.72
"2021-08-11 00:00:00","United Kingdom",66698,0,34.04
"2021-08-11 00:00:00","United States",143558,0,29.39
"2021-08-12 00:00:00",Australia,764,26,35.47
"2021-08-12 00:00:00",Ireland,1978,0,31.06
"2021-08-12 00:00:00","New Zealand",1,0,51.2
"2021-08-12 00:00:00","United Kingdom",63452,0,31.84
"2021-08-12 00:00:00","United States",151104,0,28.43
"2021-08-13 00:00:00",Australia,829,34,34.97
"2021-08-13 00:00:00",Ireland,2074,0,30.18
"2021-08-13 00:00:00","New Zealand",3,0,52.31
"2021-08-13 00:00:00","United Kingdom",57946,0,30.78
"2021-08-13 00:00:00","United States",146332,0,27.38
"2021-08-14 00:00:00",Australia,988,24,35.27
"2021-08-14 00:00:00",Ireland,1758,0,29.11
"2021-08-14 00:00:00","United Kingdom",50114,0,31.24
"2021-08-14 00:00:00","United States",139528,0,28.2
"2021-08-15 00:00:00",Australia,885,28,35.9
"2021-08-15 00:00:00",Ireland,1441,0,30.04
"2021-08-15 00:00:00","United Kingdom",50652,0,32.53
"2021-08-15 00:00:00","United States",110148,0,28.37
"2021-08-16 00:00:00",Australia,1043,44,36.56
"2021-08-16 00:00:00",Ireland,1496,0,30.93
"2021-08-16 00:00:00","United Kingdom",73812,0,32.96
"2021-08-16 00:00:00","United States",108814,0,28.27
"2021-08-17 00:00:00",Australia,980,24,36.28
"2021-08-17 00:00:00",Ireland,1704,0,32.01
"2021-08-17 00:00:00","New Zealand",12,0,48.11
"2021-08-17 00:00:00","United Kingdom",75838,0,33.75
"2021-08-17 00:00:00","United States",149861,0,28.56
"2021-08-18 00:00:00",Australia,1362,22,35.97
"2021-08-18 00:00:00",Ireland,1818,0,32.96
"2021-08-18 00:00:00","New Zealand",11,0,51.85
"2021-08-18 00:00:00","United Kingdom",77478,0,32.97
"2021-08-18 00:00:00","United States",166783,0,28.63
"2021-08-19 00:00:00",Australia,1506,18,35.01
"2021-08-19 00:00:00",Ireland,2098,0,31.42
"2021-08-19 00:00:00","New Zealand",20,0,53.47
"2021-08-19 00:00:00","United Kingdom",73000,0,32.32
"2021-08-19 00:00:00","United States",174936,0,28.23
"2021-08-20 00:00:00",Australia,1423,134,33.92
"2021-08-20 00:00:00",Ireland,2125,0,29.27
"2021-08-20 00:00:00","New Zealand",22,0,54.04
"2021-08-20 00:00:00","United Kingdom",64462,0,31.15
"2021-08-20 00:00:00","United States",166133,0,27.1
"2021-08-21 00:00:00",Australia,1794,60,34
"2021-08-21 00:00:00",Ireland,1688,0,29.08
"2021-08-21 00:00:00","New Zealand",31,0,54.71
"2021-08-21 00:00:00","United Kingdom",57066,0,31.34
"2021-08-21 00:00:00","United States",143899,0,28.1
"2021-08-22 00:00:00",Australia,1824,58,35.98
"2021-08-22 00:00:00",Ireland,1590,0,29.53
"2021-08-22 00:00:00","United Kingdom",57486,0,32.85
"2021-08-22 00:00:00","United States",126739,0,28.55
"2021-08-23 00:00:00",Australia,1803,86,30.92
"2021-08-23 00:00:00",Ireland,1571,0,21.61
"2021-08-23 00:00:00","New Zealand",40,0,43.78
"2021-08-23 00:00:00","United Kingdom",79430,0,25.57
"2021-08-23 00:00:00","United States",115871,0,28.34
"2021-08-24 00:00:00",Australia,1670,44,31.57
"2021-08-24 00:00:00",Ireland,2051,0,27.83
"2021-08-24 00:00:00","United Kingdom",75364,0,29.99
"2021-08-24 00:00:00","United States",162646,0,29.34
"2021-08-25 00:00:00",Australia,1971,52,35.56
"2021-08-25 00:00:00",Ireland,1866,0,30.59
"2021-08-25 00:00:00","New Zealand",67,0,47.48
"2021-08-25 00:00:00","United Kingdom",77554,0,32.1
"2021-08-25 00:00:00","United States",177248,0,29.35
"2021-08-26 00:00:00",Australia,2243,40,34.38
"2021-08-26 00:00:00",Ireland,1875,0,29.94
"2021-08-26 00:00:00","New Zealand",81,0,44.71
"2021-08-26 00:00:00","United Kingdom",75226,0,30.35
"2021-08-26 00:00:00","United States",186344,0,28.84
"2021-08-27 00:00:00",Australia,1961,62,33.85
